word,sentiment
graso,negative
grasos,negative
grata sorpresa,positive
gratamente,positive
gratifica,positive
gratificacion,positive
gratificación,positive
gratificador,positive
gratificados,positive
gratificante,positive
gratificantemente,positive
gratificar,positive
gratis,positive
gratitud,positive
grato,positive
gratuito,positive
gratuíto,positive
grave,negative
gravedad,negative
gravemente,negative
gravosa,negative
gravosas,negative
gravoso,negative
gravosos,negative
gregarismo,negative
grieta,negative
grietas,negative
grima,negative
gripe,positive
gris,negative
grita,negative
gritar,positive
grito,positive
gritos,negative
grosera,negative
groseramente,negative
groseras,negative
groseria,negative
grosero,negative
groseros,negative
grotesca,negative
grotescas,negative
grotesco,negative
grotescos,negative
gruesa,negative
gruesamente,negative
gruesas,negative
grueso,negative
gruesos,negative
grullo,negative
grumosa,negative
grumosas,negative
grumoso,negative
grumosos,negative
grunon,negative
gruñida,negative
gruñidas,negative
gruñido,negative
gruñidos,negative
gruñir,negative
gruñon,negative
gruñonamente,negative
gruñón,negative
gràcies,positive
guai,positive
gualá,negative
guantánamo,negative
guapa,positive
guapamente,positive
guapas,positive
guapetona,positive
guapisima,positive
guapo,positive
guapos,positive
guardar como un tesoro,positive
guarreras,negative
guarrería,negative
guarro,negative
guarrona,negative
guasa,positive
guau,positive
guay,positive
guerra,negative
gueto,negative
guetos,negative
guinapo,negative
guiñar el ojo,positive
guiño,positive
gula,negative
gusano,negative
gustar,positive
gusto,positive
gusto exquisito,positive
gustos,positive
gustoso,positive
gutural,negative
guácala,negative
gángster,negative
género,positive
habil,positive
habiles,positive
habilidad,positive
habilidades,positive
habilitar,positive
habilmente,positive
habitación amplia,positive
habitación espaciosa,positive
habitación grande,positive
hablar sin parar,negative
hacer como si no existiese,negative
hacer daño,negative
hacer digresiones,negative
hacer el primo,negative
hacer el tonto,negative
hacer estragos,negative
hacer imposible,negative
hacer la pirula,negative
hacer más alegre,positive
hacer naufragar,negative
hacer novillos,negative
hacer pasar hambre,negative
hacer pipí,negative
hacer pucheros,negative
hacer temblar,negative
hacer trampa,negative
hacer trampas,negative
hacer trizas,negative
hacer un chantaje a,negative
hacer una mueca de dolor,negative
hacer volar,negative
hacer zozobrar,negative
hacha,positive
hacinamiento,negative
hacinar,negative
hackear,negative
hackelia,negative
hahahaha,positive
halagar,positive
halagüeño,positive
halitosis,negative
hallazgo,positive
hambre,negative
hambriento,negative
hampon,negative
handicap,negative
harapienta,negative
harapientas,negative
harapiento,negative
harapientos,negative
harmonioso,positive
harmonizable,positive
harpia,negative
hartar,positive
hartazgo,negative
hartazon,negative
harto,negative
hartura,negative
hasta la coronilla,negative
hastiada,negative
hastiadas,negative
hastiado,negative
hastiados,negative
hastiar,negative
hastio,negative
hastioso,negative
hastío,negative
hay que joderse,negative
hazaña,positive
hazañas,positive
hazmerreir,negative
hazmerreír,negative
hecatombe,negative
hechizada,positive
hechizadas,positive
hechizado,positive
hechizados,positive
hechizar,positive
hechizo,positive
hecho mierda,negative
heder,negative
hediondez,negative
hediondo,negative
hedonista,negative
hedor,negative
hegemonia,negative
hegemonica,negative
hegemonicas,negative
hegemonico,negative
hegemonicos,negative
hegemonismo,negative
hegemonismos,negative
helada,negative
helado,negative
helar,negative
helmintico,positive
hematoma,negative
hepatitis,negative
herculeo,negative
hereje,negative
herejia,negative
herejía,negative
heretica,negative
hereticas,negative
heretico,negative
hereticos,negative
herida,negative
heridas,negative
herido,positive
heridos,negative
herir,negative
herir en lo más hondo,negative
hermanastra,negative
hermandad,positive
hermetico,negative
hermosamente,positive
hermoso,positive
hermosura,positive
hermosuras,positive
heroe,positive
heroes,positive
heroicamente,positive
heroicidad,positive
heroico,positive
heroicos,positive
heroina,positive
heroinas,positive
heros,positive
heroína,positive
herrumbre,negative
hervir,negative
herético,negative
heterodoxa,negative
heterodoxas,negative
heterodoxia,negative
heterodoxo,negative
heterodoxos,negative
heterogeneidad,negative
heterogeneo,negative
hibris,negative
hidrofobo,negative
hidropesia,negative
hidropico,negative
hiel,negative
higiene,negative
higienico,positive
hijo de puta,negative
hijoputa,negative
hilarante,positive
hilarantemente,positive
hilarantes,positive
hilaridad,positive
hinayana,negative
hincha ,negative
hinchada,negative
hinchadas,negative
hinchado,negative
hinchados,negative
hincharse,negative
hinchazon,negative
hinchazón,negative
hiperadrenalismo,negative
hiperadrenocorticalismo,negative
hiperbole,negative
hiperbolico,positive
hipercritico,negative
hiperpirexia,positive
hipnotiza,positive
hipnotizada,positive
hipnotizadas,positive
hipnotizado,positive
hipnotizados,positive
hipnotizante,positive
hipnotizar,positive
hipnotizas,positive
hipocondriaco,negative
hipocresia,negative
hipocresía,negative
hipocrita,positive
hipocritamente,negative
hipocritas,negative
hipoglucemia,negative
hipotesis,negative
hipotetico,negative
hipotiroidismo,negative
hipócrita,negative
hipócritamente,negative
hipócritas,negative
hiriente,negative
hirviente,negative
hisopear,negative
histeria,negative
histerica,negative
histericamente,negative
histericas,negative
histerico,negative
histericos,negative
histerismo,negative
historia,negative
historico,positive
histéricamente,negative
histérico,negative
hoja de reclamaciones,negative
holgado,positive
holgazanear,negative
holgura,positive
hombre,negative
homenaje,positive
homenajear,positive
homenajes,positive
homicida,negative
homicidio,negative
homogeneidad,positive
homófobos,negative
hondo,positive
honesta,positive
honestamente,positive
honestas,positive
honestidad,positive
honesto,positive
honestos,positive
hongos,negative
honor,positive
honorabilidad,positive
honorable,positive
honorables,positive
honorado,positive
honorario,negative
honorifico,positive
honrada,positive
honradamente,positive
honradas,positive
honradez,positive
honrado,positive
honrados,positive
honrando,positive
honrar,positive
honrosamente,positive
horas,negative
horda,negative
hormigueo,positive
hormigueos,positive
hormiguilla,negative
horrenda,negative
horrendamente,negative
horrendas,negative
horrendo,negative
horrendos,negative
horrible,positive
horriblemente,negative
horridez,negative
horrido,negative
horrificar,negative
horripilación,negative
horripilante,negative
horripilantemente,negative
horripilar,negative
horror,negative
horroriza,negative
horrorizada,negative
horrorizadas,negative
horrorizado,negative
horrorizados,negative
horrorizante,negative
horrorizar,negative
horrorosamente,negative
horroroso,negative
horrísono,negative
hortera,negative
hosca,negative
hoscas,negative
hosco,negative
hoscos,negative
hospitalario,positive
hospitalarios,positive
hospitalidad,positive
hosquedad,negative
hostigada,negative
hostigadas,negative
hostigado,negative
hostigador,negative
hostigados,negative
hostigar,negative
hostil,negative
hostilidad,negative
hostilidades,negative
hostilizar,negative
hotelucho,negative
huelga,negative
huella,negative
huero,negative
huevon,negative
huevón,negative
huidiza,negative
huidizas,negative
huidizo,negative
huidizos,negative
huir,negative
humana,positive
humanas,positive
humanidad,positive
humanista,positive
humanistico,positive
humanitario,positive
humanitarismo,positive
humano,positive
humanos,positive
humeda,negative
humedas,negative
humedo,negative
humedos,negative
humildad,positive
humilde,positive
humillacion,negative
humillación,negative
humillante,negative
humillar,negative
humo,negative
humor,positive
humorismo,positive
humos,negative
hundible,positive
hundida,negative
hundidas,negative
hundido,negative
hundidos,negative
hundimiento,negative
hundimientos,negative
hundir,negative
hundirse,negative
hundírsele,negative
hurania,negative
hurano,negative
huraño,negative
hurra,positive
hurtar,negative
hurto,negative
husmear,negative
husmeo,negative
huye,negative
huyendo,negative
huérfano,negative
hábil,positive
hábilmente,positive
héroe,positive
hórrido,negative
icterica,negative
ictericas,negative
icterico,negative
ictericos,negative
ictérico,negative
idea,positive
idea equivocada,negative
ideal,positive
ideales,positive
idealismo,positive
idealista,positive
idealizado,positive
idealizar,positive
idealmente,positive
idear,negative
identidad,positive
identificable,positive
identificar,positive
idilica,positive
idilicas,positive
idilico,positive
idilicos,positive
idilio,positive
idiota,negative
idiotamente,negative
idiotas,negative
idioteces,negative
idiotez,negative
idiotizar,positive
ido,negative
idolatrada,positive
idolatradas,positive
idolatrado,positive
idolatrados,positive
idolatrar,positive
idolo,positive
idololatria,negative
idolos,positive
idoneo,positive
idílico,positive
ignifugo,negative
ignominia,negative
ignominiosa,negative
ignominiosamente,negative
ignominiosas,negative
ignominioso,negative
ignominiosos,negative
ignorancia,negative
ignorante,negative
ignorar,negative
igual,negative
igualado,positive
igualar,positive
igualarse,positive
igualdad,positive
igualitario,positive
igualmente,positive
ilegal,negative
ilegalidad,negative
ilegalmente,negative
ilegible,negative
ilegitima,negative
ilegitimas,negative
ilegitimidad,negative
ilegitimo,negative
ilegitimos,negative
ilegítimo,negative
ileso,positive
ilicita,negative
ilicitas,negative
ilicito,negative
ilicitos,negative
ilimitada,positive
ilimitadas,positive
ilimitado,positive
ilimitados,positive
ilogica,negative
ilogicamente,negative
ilogicas,negative
ilogico,negative
ilogicos,negative
ilu,positive
iluminada,positive
iluminadas,positive
iluminado,positive
iluminados,positive
iluminar,positive
ilusion,positive
ilusionadamente,positive
ilusionar,positive
ilusiones,negative
ilusión,positive
ilusoria,negative
ilusorias,negative
ilusorio,negative
ilusorios,negative
ilustración,positive
ilustrado,positive
ilustre,positive
ilustres,positive
ilícito,negative
ilógicamente,negative
ilógico,negative
imaginación,positive
imaginado,negative
imaginaria,negative
imaginarias,negative
imaginario,negative
imaginarios,negative
imaginarse,positive
imaginativa,positive
imaginativas,positive
imaginativo,positive
imaginativos,positive
imbatible,positive
imbatibles,positive
imbatido,positive
imbebible,negative
imbecil,negative
imbecilidad,negative
imbécil,positive
imitación,negative
imitado,negative
imitativo,positive
impaciencia,negative
impacientar,negative
impaciente,positive
impacientemente,negative
impactar,positive
impar,negative
imparable,negative
imparcial,positive
imparcialidad,positive
imparcialmente,positive
impasibilidad,negative
impasible,negative
impavido,positive
impavidos,positive
impecable,positive
impecablemente,positive
impecables,positive
impedancia,negative
impedimento,negative
impedimentos,negative
impedir,negative
impenetrable,negative
impenitente,negative
impensable,negative
impensablemente,negative
imperceptible,negative
imperdonable,negative
imperfeccion,negative
imperfecciones,negative
imperfección,negative
imperfecta,negative
imperfectamente,negative
imperfectas,negative
imperfecto,negative
imperfectos,negative
imperial,positive
imperialista,negative
imperiosa,negative
imperiosamente,negative
imperiosas,negative
imperioso,negative
imperiosos,negative
impermeable,negative
impermisibilidad,negative
impersonal,negative
impersuasible,negative
imperterrito,positive
impertinencia,negative
impertinente,negative
imperturbable,negative
impetu,positive
impetuosa,negative
impetuosamente,negative
impetuosas,negative
impetuosidad,positive
impetuoso,negative
impetuosos,negative
impia,negative
impias,negative
impiedad,negative
impio,negative
impios,negative
implacabilidad,negative
implacable,negative
implacablemente,negative
implicacion,negative
implicación,negative
implicar,negative
implorar,negative
implosionar,negative
implosiones,negative
impolitica,negative
impoliticas,negative
impolitico,negative
impoliticos,negative
impolítico,negative
imponderable,negative
imponente,negative
imponer,negative
impopular,negative
importancia,positive
importante,positive
importantemente,positive
importantes,positive
importar un pimiento,negative
importuna,negative
importunar,negative
importunas,negative
importuno,negative
importunos,negative
imposibilitar,negative
imposible,negative
imposiblemente,negative
imposicion,negative
imposición,negative
impostor,negative
impotencia,negative
impotente,negative
impotentemente,negative
impracticabilidad,negative
impracticable,negative
imprecar,negative
imprecisa,negative
imprecisamente,negative
imprecisas,negative
imprecision,negative
imprecisión,negative
impreciso,negative
imprecisos,negative
impredecible,negative
imprenta,negative
imprescindible,positive
impresiona,positive
impresionado,positive
impresionante,positive
impresionantemente,positive
impresionar,positive
impresión,positive
imprevisible,negative
imprevista,negative
imprevistas,negative
imprevisto,negative
imprevistos,negative
improbabilidad,negative
improbable,negative
improbablemente,negative
improcedencia,negative
improductiva,negative
improductivas,negative
improductividad,negative
improductivo,negative
improductivos,negative
impronunciable,negative
improperio,negative
impropia,negative
impropiamente,negative
impropias,negative
impropiedad,negative
impropio,negative
impropios,negative
improvisado,negative
imprudencia,negative
imprudente,negative
imprudentemente,negative
impudencia,negative
impudente,positive
impudicamente,negative
impudico,negative
impuesto,negative
impugnar,negative
impulsar,positive
impulsiva,negative
impulsivamente,negative
impulsivas,negative
impulsivo,negative
impulsivos,negative
impulso,positive
impunidad,negative
impura,negative
impuras,negative
impureza,negative
impuro,positive
impuros,negative
imputación,negative
imputar,negative
imputrescible,negative
impávido,positive
impío,negative
impúdicamente,negative
impúdico,negative
inacabado,negative
inaccesibilidad,negative
inaccesible,negative
inaccion,negative
inacción,negative
inaceptabilidad,negative
inaceptable,negative
inaceptablemente,negative
inacostumbrado,negative
inactiva,negative
inactivas,negative
inactivo,negative
inactivos,negative
inadaptacion,negative
inadaptación,negative
inadaptada,negative
inadaptadas,negative
inadaptado,negative
inadaptados,negative
inadecuadamente,negative
inadecuado,negative
inadmisibilidad,negative
inadmisible,negative
inadvertible,negative
inadvertida,negative
inadvertidas,negative
inadvertido,negative
inadvertidos,negative
inadvertir,negative
inafectada,positive
inafectadas,positive
inafectado,positive
inafectados,positive
inagotable,positive
inaguantable,negative
inalcanzable,negative
inalienable,negative
inalterable,negative
inamovible,negative
inane,negative
inanición,negative
inanimado,negative
inapelable,negative
inapetente,negative
inaplicable,negative
inapropiada,negative
inapropiadas,negative
inapropiado,negative
inapropiados,negative
inarticulada,negative
inarticuladas,negative
inarticulado,negative
inarticulados,negative
inasequible,negative
inasequibles,negative
inatacable,positive
inatacables,positive
inatenta,negative
inatentas,negative
inatento,negative
inatentos,negative
inaudible,negative
inaudito,positive
inaugurar,positive
inautentica,negative
inauténtica,negative
incalculable,negative
incapacidad,negative
incapacitada,negative
incapacitadas,negative
incapacitado,negative
incapacitados,negative
incapaz,negative
incapazmente,negative
incasto,negative
incauta,negative
incautas,negative
incauto,negative
incautos,negative
incendiar,negative
incendiaria,negative
incendiarias,negative
incendiario,negative
incendiarios,negative
incendiarse,negative
incendio,negative
incertidumbre,negative
incesante,negative
incesantemente,negative
incidencia,negative
incidental,negative
incienso,negative
incierta,negative
inciertas,negative
incierto,negative
inciertos,negative
incisivo,positive
incitacion,negative
incitación,negative
incitando,negative
incitar,positive
incivil,negative
incivilidad,negative
incivilizada,negative
incivilizadas,negative
incivilizado,negative
incivilizados,negative
inclasificable,negative
inclemencia,negative
inclemente,negative
inclinación,positive
inclinado,negative
inclusivo,positive
incobrables,negative
incoherencia,negative
incoherente,negative
incoherentemente,negative
incombustible,negative
incomerciable,negative
incomestible,negative
incomoda,negative
incomodamente,negative
incomodar,negative
incomodas,negative
incomodidad,negative
incomodisima,negative
incomodisimo,negative
incomodo,negative
incomodos,negative
incomodísimas,negative
incomparable,positive
incomparablemente,negative
incompatibilidad,negative
incompatible,negative
incompetencia,negative
incompetente,positive
incompetentemente,negative
incompleta,negative
incompletas,negative
incompleto,negative
incompletos,negative
incomprendida,negative
incomprendidas,negative
incomprendido,negative
incomprendidos,negative
incomprensible,negative
incomprension,negative
incomprensión,negative
incomprimible,negative
incomunicado,negative
inconcebible,negative
inconcebiblemente,negative
inconclusa,negative
inconclusas,negative
inconcluso,negative
inconclusos,negative
incondicional,positive
incondicionalmente,positive
inconexa,negative
inconexas,negative
inconexo,negative
inconexos,negative
inconforme,negative
inconformidad,negative
inconformista,negative
inconfortable,negative
incongruencia,negative
incongruente,negative
incongruentemente,negative
inconmensurable,negative
inconmensurado,negative
inconmutable,negative
inconquistable,negative
inconsciente,negative
inconsecuencia,negative
inconsecuente,positive
inconsecuentemente,negative
inconsistencia,negative
inconsistencias,negative
inconsistente,negative
inconsolable,negative
inconsolablemente,negative
inconstancia,positive
inconstante,negative
inconstitucional,negative
incontaminado,negative
incontestable,positive
incontrol,negative
incontrolable,negative
incontroladamente,negative
incontrolado,negative
inconveniencia,negative
inconveniente,negative
inconvenientemente,negative
inconvenientes,negative
inconvertibilidad,negative
inconvertible,negative
inconvincente,negative
incooperante,negative
incordiar,negative
incordio,negative
incorporeo,negative
incorreccion,negative
incorrecta,negative
incorrectamente,negative
incorrectas,negative
incorrecto,negative
incorrectos,negative
incorregible,negative
incorregiblemente,negative
incorrompido,negative
incorrupcion,positive
incorruptibilidad,negative
incorruptible,negative
incorrupto,positive
incredula,negative
incredulamente,negative
incredulas,negative
incredulidad,negative
incredulo,negative
incredulos,negative
increible,positive
incrementado,positive
increpacion,negative
increíble,positive
increíblemente,positive
incriminable,negative
incriminar,negative
incrédulamente,negative
incrédulo,negative
incubo,negative
incuestionable,positive
incuestionables,positive
inculcar,negative
incultivable,negative
inculto,negative
incumplida,negative
incumplimiento,negative
incumplimientos,negative
incumplir,negative
incurabilidad,negative
incurable,negative
incómodamente,negative
incómodo,negative
indebida,negative
indebidamente,negative
indebidas,negative
indebido,negative
indebidos,negative
indecencia,negative
indecente,negative
indecentemente,negative
indecible,negative
indeciblemente,negative
indecisa,negative
indecisamente,negative
indecisas,negative
indecision,negative
indecisión,negative
indeciso,negative
indecisos,negative
indecoro,negative
indecorosamente,negative
indecoroso,negative
indefendible,negative
indefensa,negative
indefensable,negative
indefensamente,negative
indefensas,negative
indefensible,negative
indefenso,negative
indefensos,negative
indefinicion,positive
indefinido,negative
indefinir,negative
indelicadeza,negative
indelicado,positive
indemne,positive
indemnización,positive
indemnizar,positive
independencia,positive
independiente,positive
indeseable,negative
indeseada,negative
indeseadas,negative
indeseado,negative
indeseados,negative
indeterminable,negative
indeterminacion,positive
indeterminada,negative
indeterminadas,negative
indeterminado,negative
indeterminados,negative
indiagnosticable,negative
indicado,positive
indiferencia,negative
indiferente,positive
indigencia,negative
indigente,negative
indigerible,negative
indigestible,negative
indigestion,negative
indigestión,negative
indigesto,negative
indigna,negative
indignacion,negative
indignación,negative
indignada,negative
indignadas,negative
indignado,negative
indignados,negative
indignante,negative
indignantemente,negative
indignar,negative
indignas,negative
indignidad,positive
indigno,positive
indignos,negative
indirecto,negative
indiscernible,negative
indisciplinado,negative
indiscrecion,negative
indiscreción,negative
indiscreta,negative
indiscretamente,negative
indiscretas,negative
indiscreto,negative
indiscretos,negative
indiscriminada,negative
indiscriminadamente,negative
indiscriminado,positive
indiscutible,positive
indiscutiblemente,positive
indiscutibles,positive
indisponer,negative
indisponible,negative
indispuesta,negative
indispuestas,negative
indispuesto,negative
indispuestos,negative
indistinguible,negative
indistinta,negative
indistintas,negative
indistinto,negative
indistintos,negative
individualidad,positive
individualismo,positive
individualizado,positive
individualizados,positive
indivisible,negative
indocumentados,negative
indolente,negative
indolora,positive
indoloro,positive
indomabilidad,negative
indomable,negative
indomado,negative
indomito,negative
indubitable,positive
inducido,negative
indudable,positive
indudables,positive
indulgencia,positive
indulgencias,positive
indulgente,positive
indultar,positive
indulto,positive
industrial,positive
industrioso,positive
industriosos,positive
ineficacia,negative
ineficaz,negative
ineficazmente,negative
ineficiente,negative
inelegancia,positive
inelegible,negative
ineludible,positive
ineludiblemente,negative
inenmendable,negative
inepcia,negative
inepta,negative
ineptamente,negative
ineptas,negative
inepte,negative
ineptitud,negative
inepto,positive
ineptos,negative
inequitativamente,negative
inequivoca,positive
inequivocas,positive
inequivoco,positive
inequivocos,positive
inequívoco,positive
inerte,negative
inescrupulosamente,negative
inescrupuloso,negative
inespecializado,negative
inesperada,negative
inesperadamente,negative
inesperadas,negative
inesperado,negative
inesperados,negative
inestabilidad,positive
inestable,negative
inestablemente,negative
inestimable,positive
inestimablemente,positive
inestimables,positive
inevitable,negative
inevitablemente,negative
inexacta,negative
inexactamente,negative
inexactas,negative
inexactitud,negative
inexactitudes,negative
inexacto,negative
inexactos,negative
inexcusable,negative
inexcusablemente,negative
inexistente,negative
inexorabilidad,negative
inexorable,negative
inexorablemente,negative
inexperiencia,negative
inexperta,negative
inexpertamente,negative
inexpertas,negative
inexperto,negative
inexpertos,negative
inexpiable,negative
inexplainable,negative
inexplicable,negative
inexplicacion,negative
inexplotado,negative
inexportable,negative
inexpugnable,positive
inextinguible,negative
inextricable,negative
inextricablemente,negative
infalibilidad,positive
infalible,positive
infaliblemente,positive
infalibles,positive
infamar,negative
infame,negative
infamemente,negative
infamia,negative
infantil,negative
infatigable,positive
infausto,negative
infeccion,negative
infecciones,negative
infeccioso,negative
infección,negative
infectada,negative
infectadas,negative
infectado,negative
infectados,negative
infectar,negative
infecto,negative
infecundo,negative
infedelidad,negative
infelicidad,negative
infeliz,negative
infelizmente,negative
inferior,negative
inferioridad,negative
infernal,negative
infestada,negative
infestar,negative
infiel,negative
infieles,negative
infielmente,negative
infierna,negative
infiernas,negative
infierno,negative
infiernos,negative
infiltrada,negative
infiltradas,negative
infiltrado,negative
infiltrados,negative
infinidad,negative
infinitud,negative
inflacionista,negative
inflada,negative
infladas,negative
inflado,negative
inflados,negative
inflamacion,negative
inflamación,negative
inflamada,negative
inflamadas,negative
inflamado,negative
inflamados,negative
inflamar,negative
inflamatoria,negative
inflamatorias,negative
inflamatorio,negative
inflamatorios,negative
inflar,negative
inflexibilidad,negative
inflexible,negative
inflexiblemente,negative
infligir,negative
inflingir,negative
influenza,positive
influyente,positive
influyentes,positive
informada,positive
informadas,positive
informado,positive
informados,positive
informalidad,negative
informativo,positive
informe,negative
infortunado,negative
infortunio,negative
infraalimentacion,negative
infraccion,negative
infracciones,negative
infracción,negative
infractor,negative
infrahumano,negative
inframundo,negative
infrangible,negative
infravaloración,negative
infrecuente,negative
infringir,negative
infructuosa,negative
infructuosamente,negative
infructuosas,negative
infructuoso,negative
infructuosos,negative
infumable,negative
infundada,negative
infundadas,negative
infundado,negative
infundados,negative
ingenio,positive
ingenios,positive
ingeniosamente,positive
ingeniosidad,positive
ingenioso,positive
ingeniosos,positive
ingenuamente,positive
ingenuidad,positive
ingenuo,positive
ingobernable,negative
ingrata,negative
ingratas,negative
ingratitud,negative
ingrato,negative
ingratos,negative
ingresar,positive
ingreso,positive
inhabilitar,negative
inhabitado,negative
inharmonico,negative
inhibicion,negative
inhibición,negative
inhibir,negative
inhospita,negative
inhospitalario,negative
inhospitalidad,negative
inhospitas,negative
inhospito,negative
inhospitos,negative
inhumana,negative
inhumanas,negative
inhumanidad,negative
inhumano,negative
inhumanos,negative
inhóspito,negative
inicua,negative
inicuas,negative
inicuo,negative
inicuos,negative
inigualable,positive
inigualables,positive
inimaginable,negative
inimaginablemente,negative
ininteligible,negative
iniquidad,negative
injerto,negative
injertos,negative
injuriante,negative
injuriar,negative
injurioso,negative
injusta,negative
injustamente,negative
injustas,negative
injusticia,negative
injusticias,negative
injustificable,negative
injustificada,negative
injustificadamente,negative
injustificadas,negative
injustificado,negative
injustificados,negative
injusto,negative
injustos,negative
inmaculadamente,positive
inmaculado,positive
inmaculados,positive
inmadura,negative
inmaduras,negative
inmaduro,negative
inmaduros,negative
inmanejable,negative
inmaterial,negative
inmaterialidad,negative
inmediatamente,positive
inmensamente,positive
inmensidad,positive
inmenso,positive
inmensos,positive
inmerecido,negative
inminencia,negative
inminente,negative
inmiscuirse,negative
inmoble,negative
inmoderada,negative
inmoderadamente,negative
inmoderadas,negative
inmoderado,negative
inmoderados,negative
inmodesta,negative
inmodestas,negative
inmodestia,negative
inmodesto,positive
inmodestos,negative
inmodificable,negative
inmodificado,negative
inmoral,positive
inmoralidad,negative
inmoralmente,negative
inmortalizar,positive
inmotivado,negative
inmovible,negative
inmovil,negative
inmovilizada,negative
inmovilizadas,negative
inmovilizado,negative
inmovilizados,negative
inmovilizar,negative
inmundicia,negative
inmundo,negative
inmune,negative
inmutable,negative
inmóvil,negative
innato,negative
innavegable,positive
innecesaria,negative
innecesariamente,negative
innecesarias,negative
innecesario,negative
innecesarios,negative
innegable,positive
innoble,negative
innovacion,positive
innovaciones,positive
innovación,positive
innovador,positive
innovadores,positive
inocencia,positive
inocente,positive
inocentes,positive
inocuo,positive
inofensivas,positive
inofensivo,positive
inofensivos,positive
inolvidable,positive
inolvidables,positive
inoperable,negative
inoperancia,negative
inopia,negative
inoportuna,negative
inoportunamente,negative
inoportunas,negative
inoportuno,negative
inoportunos,negative
inoxidable,positive
inoxidables,positive
inpintable,negative
inquebrantable,positive
inquebrantables,positive
inquieta,negative
inquietamente,negative
inquietante,negative
inquietantemente,negative
inquietar,negative
inquietarse,negative
inquietas,negative
inquieto,negative
inquietos,negative
inquietud,negative
inquina,negative
inquina ,negative
inquisicion,negative
inquisidor,negative
insaciable,negative
insaciado,negative
insalubre,negative
insalubridad,negative
insanamente,negative
insania,negative
insano,positive
insatisfaccion,positive
insatisfacción,negative
insatisfacible,negative
insatisfactoria,negative
insatisfactorias,negative
insatisfactorio,negative
insatisfactorios,negative
insatisfecha,negative
insatisfechas,negative
insatisfecho,negative
insatisfechos,negative
insecto,negative
insegura,negative
inseguras,negative
inseguridad,negative
inseguro,negative
inseguros,negative
insensatamente,negative
insensatez,negative
insensato,negative
insensibilidad,negative
insensibilizar,negative
insensible,negative
insensiblemente,negative
inseparable,positive
inservible,negative
insidia,negative
insidiosa,negative
insidiosamente,negative
insidiosas,negative
insidioso,negative
insidiosos,negative
insignificancia,negative
insignificante,negative
insignificantemente,negative
insincera,negative
insinceramente,negative
insinceras,negative
insinceridad,negative
insincero,negative
insinceros,negative
insinuacion,negative
insinuación,negative
insinuante,negative
insinuar,negative
insipida,negative
insipidas,negative
insipidez,positive
insipido,negative
insipidos,negative
insistente,positive
insociable,negative
insolencia,negative
insolente,positive
insolentemente,negative
insolidaria,negative
insolidarias,negative
insolidario,negative
insolidarios,negative
insolitamente,positive
insolito,negative
insoluble,negative
insolucionables,negative
insolvente,negative
insomnio,negative
insondable,negative
insonorizado,negative
insoportable,negative
insoportablemente,negative
insospechado,negative
insostenible,negative
inspiracion,positive
inspiracional,positive
inspiración,positive
inspirador,positive
inspirar,positive
instantaneamente,positive
instantáneamente,positive
instigador,negative
instigadores,negative
instigar,negative
instinto,negative
institución benéfica,positive
instruccion,positive
instructiva,positive
instructivas,positive
instructivo,positive
instructivos,positive
instruido,positive
instrumental,positive
insubmergible,negative
insubordinada,negative
insubordinadas,negative
insubordinado,negative
insubordinados,negative
insubordinar,negative
insubstancial,negative
insuficiencia,negative
insuficiente,negative
insuficientemente,negative
insufrible,negative
insufriblemente,negative
insular,negative
insulsez,positive
insulso,negative
insultada,negative
insultadas,negative
insultado,negative
insultados,negative
insultante,negative
insultantemente,negative
insultar,negative
insulto,negative
insultos,negative
insumergible,negative
insuperable,positive
insuperablemente,negative
insurreccion,negative
insurreccionar,negative
insurrección,negative
insustancialmente,negative
insustituible,positive
insustituibles,positive
insípido,negative
insólito,positive
intachable,positive
intacto,positive
intangible,negative
intefere,negative
inteferes,negative
integrada,positive
integradas,positive
integrado,positive
integrados,positive
integral,positive
integridad,positive
intelectual,positive
inteligencia,positive
inteligente,positive
inteligentemente,positive
inteligentes,positive
inteligible,positive
inteligibles,positive
intemperie,negative
intencionada,positive
intencionadas,positive
intencionado,positive
intencionados,positive
intencionalidad,positive
intensa,negative
intensas,negative
intenso,negative
intensos,negative
interes,positive
interesado,positive
interesante,positive
interesantes,positive
interesantísimas,positive
interesar,positive
intereses,positive
interferencia,negative
interferir,negative
interferir en,negative
interfiere,negative
interminable,negative
intermitente,negative
interpretable,positive
interpretar mal,negative
interrogante,positive
interrogar,positive
interrumpida,negative
interrumpidas,negative
interrumpido,negative
interrumpidos,negative
interrumpir,negative
interrumpirlo,negative
interrupcion,negative
interrupciones,negative
interrupción,negative
interés,positive
intestado,negative
intima,positive
intimas,positive
intimidacion,negative
intimidación,negative
intimidad,positive
intimidar,negative
intimidatoriamente,negative
intimo,positive
intimos,positive
intocable,negative
intolerable,negative
intolerablemente,negative
intolerancia,negative
intolerante,negative
intoxicante,positive
intoxicar,positive
intranquilidad,negative
intranquilizar,negative
intranquilo,negative
intransigencia,negative
intransigente,negative
intransigentemente,negative
intransitable,positive
intratable,negative
intrepida,positive
intrepidas,positive
intrepido,positive
intrepidos,positive
intriga,positive
intrigante,positive
intrigantes,positive
intrigar,positive
intrigas,positive
intrincado,positive
intrincados,positive
intrinquilo,negative
intrusa,negative
intrusas,negative
intrusion,negative
intrusión,negative
intruso,negative
intrusos,negative
intrépido,positive
intuitivo,positive
intuitivos,positive
inundación,negative
inundada,negative
